gr_liv_area,total_bsmt_sf,garage_area,mas_vnr_area,overall_qual,fireplace_qu,age,since_reno,tot_baths,neighbor_h,neighbor_l,garage_type_a,gr_liv_area overall_qual,garage_area overall_qual,saleprice
1629,1616.0,808.0,236.0,8,4,8,7,3.0,0,0,1,13032.0,6464.0,270000
1080,1084.0,484.0,0.0,6,0,27,27,1.5,0,0,1,6480.0,2904.0,134000
2646,1347.0,656.0,256.0,7,3,17,17,3.5,1,0,1,18522.0,4592.0,260000
1491,738.0,484.0,0.0,7,4,4,4,2.5,0,0,1,10437.0,3388.0,168675
1694,392.0,398.0,32.0,6,3,16,16,2.5,0,0,1,10164.0,2388.0,160000
1080,684.0,0.0,0.0,5,0,120,14,1.0,0,1,0,5400.0,0.0,95000
1422,704.0,440.0,0.0,6,4,5,4,2.5,0,0,1,8532.0,2640.0,173000
1301,1293.0,572.0,0.0,7,4,4,4,3.0,0,0,1,9107.0,4004.0,187750
2093,791.0,542.0,123.0,7,3,24,19,2.5,0,0,1,14651.0,3794.0,215000
1073,1073.0,270.0,340.0,5,0,43,43,1.0,0,1,1,5365.0,1350.0,120000
1506,1494.0,672.0,143.0,7,4,5,4,3.0,0,0,1,10542.0,4704.0,249000
1334,1334.0,477.0,264.0,7,0,43,43,3.0,0,0,1,9338.0,3339.0,164500
1295,0.0,312.0,0.0,7,0,24,24,2.0,1,0,1,9065.0,2184.0,230000
1344,672.0,456.0,0.0,7,4,81,20,2.5,0,1,1,9408.0,3192.0,140000
732,732.0,240.0,0.0,5,0,58,58,2.0,0,0,0,3660.0,1200.0,118900
1468,1468.0,904.0,0.0,8,4,2,2,2.0,0,0,1,11744.0,7232.0,239900
1069,1069.0,440.0,0.0,6,1,35,35,2.5,0,1,1,6414.0,2640.0,146300
1040,1040.0,499.0,0.0,5,0,35,35,1.0,0,1,1,5200.0,2495.0,124000
999,925.0,308.0,0.0,5,0,47,47,2.0,0,1,0,4995.0,1540.0,130000
1349,1349.0,539.0,108.0,7,0,10,9,2.0,0,0,1,9443.0,3773.0,179000
1442,1424.0,500.0,0.0,7,0,20,20,2.0,0,0,1,10094.0,3500.0,180500
747,747.0,220.0,0.0,4,0,65,60,1.0,0,1,1,2988.0,880.0,80000
1578,1573.0,840.0,194.0,8,4,2,1,2.0,0,0,1,12624.0,6720.0,287090
882,0.0,308.0,0.0,5,0,54,54,1.0,0,1,0,4410.0,1540.0,97000
1511,1368.0,398.0,40.0,7,3,8,8,3.0,0,0,1,10577.0,2786.0,246990
1128,1302.0,480.0,138.0,6,3,46,46,2.0,0,0,1,6768.0,2880.0,154204
1312,1312.0,495.0,125.0,7,4,52,9,1.5,0,0,1,9184.0,3465.0,186000
1302,630.0,264.0,356.0,5,0,38,38,2.5,0,1,0,6510.0,1320.0,111750
2696,2846.0,958.0,1095.0,9,4,7,6,3.5,1,0,1,24264.0,8622.0,500000
1356,628.0,484.0,0.0,7,4,3,3,2.5,0,0,1,9492.0,3388.0,177439
2184,1104.0,836.0,154.0,9,4,2,2,3.5,1,0,1,19656.0,7524.0,335000
1964,803.0,483.0,660.0,7,4,34,34,2.5,0,0,1,13748.0,3381.0,205000
1321,1312.0,484.0,0.0,8,3,20,20,2.0,1,0,1,10568.0,3872.0,212000
1646,1594.0,525.0,186.0,8,4,6,5,3.5,0,0,1,13168.0,4200.0,246000
1260,1260.0,598.0,174.0,7,0,27,27,3.0,0,0,1,8820.0,4186.0,181900
1316,926.0,484.0,0.0,5,0,81,9,2.0,0,1,0,6580.0,2420.0,130000
1432,264.0,360.0,0.0,5,0,100,8,2.0,0,1,0,7160.0,1800.0,132000
1958,779.0,499.0,0.0,7,3,16,9,3.5,0,0,1,13706.0,3493.0,220000
1788,1753.0,522.0,0.0,8,3,9,9,2.0,0,0,1,14304.0,4176.0,236500
1935,832.0,552.0,110.0,8,0,1,1,3.5,0,0,1,15480.0,4416.0,263435
1969,1272.0,400.0,0.0,6,4,72,52,2.0,0,1,0,11814.0,2400.0,141000
1986,847.0,434.0,196.0,7,4,7,7,2.5,0,0,1,13902.0,3038.0,213000
1214,1214.0,520.0,0.0,7,0,1,0,2.0,0,0,1,8498.0,3640.0,179781
1342,1342.0,550.0,176.0,8,4,4,3,3.0,1,0,1,10736.0,4400.0,234250
2898,1565.0,665.0,0.0,8,4,34,34,3.0,0,0,1,23184.0,5320.0,287000
2004,870.0,644.0,0.0,8,4,8,8,3.5,0,0,1,16032.0,5152.0,257500
986,960.0,180.0,0.0,6,4,84,60,1.0,0,1,0,5916.0,1080.0,102000
1108,637.0,280.0,0.0,7,4,80,60,1.0,0,1,1,7756.0,1960.0,139400
1214,672.0,936.0,0.0,3,0,95,60,1.0,0,1,0,3642.0,2808.0,105000
2217,2217.0,621.0,0.0,8,3,40,40,3.0,0,0,1,17736.0,4968.0,268000
2201,697.0,432.0,0.0,6,4,44,44,2.0,0,1,1,13206.0,2592.0,274970
1220,1220.0,397.0,16.0,7,4,5,4,2.0,0,0,1,8540.0,2779.0,180000
1378,689.0,360.0,0.0,7,4,82,5,2.0,0,1,0,9646.0,2520.0,161000
930,0.0,308.0,0.0,4,0,64,4,1.0,0,1,0,3720.0,1232.0,84900
988,988.0,264.0,0.0,5,0,52,52,2.0,0,0,1,4940.0,1320.0,119000
1964,1964.0,892.0,674.0,8,4,5,4,3.5,0,0,1,15712.0,7136.0,370000
1270,1270.0,524.0,0.0,7,0,5,4,2.0,0,0,1,8890.0,3668.0,175900
2240,0.0,528.0,0.0,5,0,31,31,2.0,0,0,0,11200.0,2640.0,142953
1494,1494.0,478.0,0.0,8,4,16,15,2.5,0,0,1,11952.0,3824.0,279700
1364,1179.0,331.0,0.0,5,4,53,53,1.5,0,0,1,6820.0,1655.0,132000
2153,1440.0,736.0,204.0,9,5,10,10,3.5,0,0,1,19377.0,6624.0,313000
1336,637.0,570.0,0.0,4,0,90,60,1.5,0,1,0,5344.0,2280.0,108000
1656,746.0,397.0,92.0,7,4,7,6,2.5,0,1,1,11592.0,2779.0,165400
1499,781.0,473.0,68.0,6,3,15,15,2.5,0,0,1,8994.0,2838.0,187000
2794,1462.0,810.0,506.0,8,3,15,14,3.5,1,0,1,22352.0,6480.0,403000
2030,848.0,551.0,298.0,6,3,34,34,2.5,0,0,1,12180.0,3306.0,195000
1254,1218.0,525.0,291.0,6,4,49,49,2.0,0,0,1,7524.0,3150.0,158500
1989,1065.0,586.0,210.0,8,4,8,8,3.5,0,0,1,15912.0,4688.0,255000
1898,1898.0,484.0,0.0,5,3,54,54,2.5,0,0,1,9490.0,2420.0,236500
988,988.0,360.0,52.0,5,0,44,44,2.0,0,0,0,4940.0,1800.0,129250
1801,1501.0,484.0,0.0,7,3,51,13,3.0,0,0,1,12607.0,3388.0,289000
1872,0.0,484.0,0.0,5,0,34,34,3.0,0,0,1,9360.0,2420.0,100000
2439,1531.0,560.0,256.0,8,3,9,9,3.5,0,0,1,19512.0,4480.0,275000
1764,850.0,560.0,192.0,8,3,11,10,2.5,0,0,1,14112.0,4480.0,207000
1200,864.0,884.0,166.0,5,0,45,12,2.5,0,0,0,6000.0,4420.0,146000
1030,494.0,264.0,380.0,6,0,38,38,1.5,0,1,0,6180.0,1584.0,116000
2034,1057.0,645.0,573.0,7,0,13,12,3.5,0,0,1,14238.0,4515.0,219500
1405,1405.0,478.0,163.0,7,3,7,7,2.0,1,0,1,9835.0,3346.0,173000
1229,1134.0,284.0,0.0,4,0,54,54,1.0,0,1,1,4916.0,1136.0,135000
1932,979.0,610.0,0.0,7,4,7,7,3.5,0,0,1,13524.0,4270.0,213000
1299,967.0,494.0,0.0,6,3,56,15,1.0,0,1,1,7794.0,2964.0,150000
1402,1258.0,648.0,72.0,7,4,4,3,2.0,0,0,1,9814.0,4536.0,194201
1504,1346.0,457.0,16.0,7,4,5,4,2.0,0,0,1,10528.0,3199.0,181000
1442,1442.0,301.0,243.0,6,0,52,52,1.5,0,0,1,8652.0,1806.0,157900
1779,951.0,586.0,0.0,7,3,11,10,3.5,0,0,1,12453.0,4102.0,217000
1953,1082.0,1043.0,0.0,8,4,5,4,2.5,0,0,1,15624.0,8344.0,252000
1909,872.0,529.0,0.0,7,0,8,8,2.5,0,0,1,13363.0,3703.0,197000
1630,868.0,436.0,200.0,7,4,6,5,2.5,0,0,1,11410.0,3052.0,189500
1250,686.0,280.0,0.0,5,0,92,60,2.0,0,1,0,6250.0,1400.0,116000
1328,1328.0,528.0,451.0,6,4,47,47,2.5,0,0,1,7968.0,3168.0,143000
988,876.0,276.0,0.0,5,0,60,60,1.0,0,0,1,4940.0,1380.0,119000
1278,854.0,240.0,0.0,6,0,56,56,1.0,0,0,1,7668.0,1440.0,127500
1716,858.0,615.0,0.0,6,0,5,5,2.5,0,0,1,10296.0,3690.0,200825
498,498.0,216.0,0.0,2,0,88,55,1.0,0,1,0,996.0,432.0,35000
2840,1420.0,1314.0,168.0,7,4,32,32,3.0,0,0,1,19880.0,9198.0,292500
987,483.0,280.0,127.0,6,0,40,40,1.5,0,1,0,5922.0,1680.0,106000
756,660.0,440.0,0.0,4,0,83,60,1.0,0,1,0,3024.0,1760.0,85000
1712,1712.0,701.0,270.0,8,4,8,7,3.0,1,0,1,13696.0,5608.0,286500
1069,1069.0,440.0,0.0,6,2,33,33,2.0,0,1,1,6414.0,2640.0,127500
1335,1335.0,575.0,0.0,7,0,4,3,2.0,0,0,1,9345.0,4025.0,210400
1518,1518.0,588.0,472.0,8,4,7,6,1.5,1,0,1,12144.0,4704.0,274000
1780,920.0,612.0,0.0,8,4,3,3,3.5,0,0,1,14240.0,4896.0,264966
1484,771.0,264.0,0.0,4,0,100,60,2.0,0,1,0,5936.0,1056.0,50000
1652,686.0,416.0,0.0,5,0,95,60,3.0,0,1,0,8260.0,2080.0,139000
2503,1223.0,564.0,272.0,7,3,20,20,3.5,0,0,1,17521.0,3948.0,300000
2704,1952.0,538.0,0.0,8,3,38,15,3.5,0,0,1,21632.0,4304.0,345000
1592,1556.0,484.0,519.0,8,3,16,15,2.0,0,0,1,12736.0,3872.0,228000
1394,384.0,400.0,0.0,7,3,7,7,2.5,0,0,1,9758.0,2800.0,165500
1328,686.0,210.0,0.0,4,0,85,60,1.0,0,1,0,5312.0,840.0,107000
1593,1593.0,682.0,0.0,8,4,9,8,2.5,1,0,1,12744.0,5456.0,286000
720,720.0,0.0,0.0,4,0,90,60,1.0,0,1,0,2880.0,0.0,34900
912,912.0,288.0,0.0,5,0,46,46,1.0,0,0,1,4560.0,1440.0,115000
1456,1273.0,400.0,40.0,8,3,7,7,2.0,0,0,1,11648.0,3200.0,215000
1944,672.0,216.0,0.0,7,0,95,16,2.0,0,1,0,13608.0,1512.0,179900
1502,1488.0,528.0,0.0,8,0,25,25,2.5,1,0,1,12016.0,4224.0,212000
2064,1074.0,527.0,216.0,8,4,5,5,2.5,0,0,1,16512.0,4216.0,250000
1576,1042.0,225.0,0.0,5,4,82,60,1.0,0,1,0,7880.0,1125.0,149000
1658,773.0,431.0,0.0,6,3,15,14,3.5,0,0,1,9948.0,2586.0,188000
713,713.0,371.0,0.0,3,0,80,9,1.0,0,1,0,2139.0,1113.0,99800
2554,718.0,704.0,0.0,7,0,120,12,1.5,0,1,0,17878.0,4928.0,159500
1374,384.0,400.0,0.0,7,4,6,6,3.5,0,0,1,9618.0,2800.0,184500
2574,1482.0,868.0,270.0,8,4,3,3,2.5,0,0,1,20592.0,6944.0,276000
1548,804.0,440.0,0.0,6,3,34,34,3.5,0,1,0,9288.0,2640.0,155000
1404,1188.0,504.0,176.0,5,1,41,10,2.0,0,0,1,7020.0,2520.0,160000
1440,720.0,480.0,0.0,5,1,46,46,1.5,0,0,1,7200.0,2400.0,157500
1803,1679.0,482.0,0.0,8,3,16,15,4.0,0,0,1,14424.0,3856.0,285000
2200,1272.0,0.0,0.0,5,0,110,7,5.0,0,1,0,11000.0,0.0,145900
2037,672.0,472.0,0.0,7,3,14,14,2.5,0,0,1,14259.0,3304.0,229000
896,0.0,280.0,0.0,4,0,64,60,1.0,0,1,0,3584.0,1120.0,79000
1281,1151.0,580.0,0.0,4,0,85,17,3.0,0,1,0,5124.0,2320.0,128500
1976,1044.0,885.0,242.0,8,5,12,12,3.5,1,0,1,15808.0,7080.0,286000
1608,945.0,470.0,0.0,6,3,13,13,2.5,0,0,1,9648.0,2820.0,189500
1210,0.0,616.0,140.0,5,0,57,57,1.5,0,0,1,6050.0,3080.0,102900
1612,988.0,363.0,0.0,5,0,60,13,1.5,0,1,0,8060.0,1815.0,128500
1728,1216.0,371.0,0.0,5,4,57,6,2.0,0,0,1,8640.0,1855.0,156000
2482,1094.0,642.0,245.0,8,4,5,4,2.5,0,0,1,19856.0,5136.0,281213
2069,585.0,505.0,0.0,7,4,50,3,3.0,0,0,1,14483.0,3535.0,242000
1478,1478.0,498.0,30.0,6,4,50,50,3.0,0,0,1,8868.0,2988.0,157500
1724,796.0,616.0,190.0,7,4,7,6,2.5,0,1,1,12068.0,4312.0,196500
1425,1425.0,591.0,0.0,7,0,12,12,3.0,0,0,1,9975.0,4137.0,193000
1322,672.0,280.0,0.0,5,0,71,58,2.0,0,1,0,6610.0,1400.0,132000
1428,712.0,576.0,0.0,7,0,110,40,2.0,0,1,0,9996.0,4032.0,139900
1194,1194.0,312.0,220.0,6,0,51,51,2.0,0,0,1,7164.0,1872.0,148000
1818,895.0,774.0,246.0,8,4,3,3,3.5,1,0,1,14544.0,6192.0,281500
2956,1706.0,916.0,502.0,8,5,6,6,2.5,1,0,1,23648.0,7328.0,342000
1210,1128.0,528.0,257.0,6,0,35,35,3.0,0,0,1,7260.0,3168.0,148000
1641,1001.0,490.0,0.0,5,4,38,38,2.0,0,1,0,8205.0,2450.0,140000
1053,1008.0,750.0,85.0,5,0,52,19,2.0,0,0,0,5265.0,3750.0,150000
2125,1064.0,576.0,0.0,7,3,14,13,3.5,1,0,1,14875.0,4032.0,279500
1072,547.0,525.0,76.0,6,0,5,5,2.0,0,1,0,6432.0,3150.0,140000
1664,1664.0,616.0,0.0,6,0,32,32,2.0,0,0,0,9984.0,3696.0,145000
1337,1405.0,511.0,0.0,7,2,11,11,3.0,0,0,1,9359.0,3577.0,184000
1226,1226.0,484.0,0.0,8,3,32,32,2.0,0,0,1,9808.0,3872.0,206000
1092,546.0,253.0,0.0,4,0,38,38,1.5,0,1,1,4368.0,1012.0,85500
1660,715.0,240.0,0.0,6,4,76,15,1.5,0,0,0,9960.0,1440.0,188700
1671,1427.0,484.0,101.0,6,3,32,24,2.0,0,0,1,10026.0,2904.0,200000
1061,1054.0,462.0,0.0,7,0,20,19,2.5,0,0,1,7427.0,3234.0,162000
672,672.0,240.0,0.0,5,0,70,13,1.0,0,1,0,3360.0,1200.0,108000
1621,1621.0,478.0,161.0,5,2,35,35,3.0,0,0,1,8105.0,2390.0,213000
1734,1734.0,928.0,328.0,8,4,3,3,3.0,1,0,1,13872.0,7424.0,318000
2138,849.0,360.0,0.0,5,0,112,45,2.0,0,1,0,10690.0,1800.0,106000
2009,672.0,795.0,0.0,6,4,82,60,2.0,0,1,0,12054.0,4770.0,235000
1225,950.0,0.0,0.0,4,0,51,51,2.5,0,0,0,4900.0,0.0,128950
1362,1362.0,504.0,491.0,6,3,49,49,2.5,0,0,1,8172.0,3024.0,163000
1134,756.0,240.0,0.0,5,0,70,60,2.5,0,1,0,5670.0,1200.0,126000
2082,1362.0,484.0,0.0,7,0,7,7,2.5,0,1,0,14574.0,3388.0,200000
1524,874.0,315.0,180.0,5,0,52,52,1.5,0,0,1,7620.0,1575.0,144000
1800,1800.0,0.0,0.0,5,0,49,49,2.0,0,0,0,9000.0,0.0,141000
2582,1389.0,758.0,0.0,8,3,12,11,3.5,1,0,1,20656.0,6064.0,322500
1661,1649.0,598.0,442.0,7,0,12,12,2.0,0,0,1,11627.0,4186.0,224900
1576,1324.0,528.0,0.0,5,3,87,6,3.5,0,1,1,7880.0,2640.0,223500
960,672.0,288.0,0.0,4,0,54,54,1.0,0,1,0,3840.0,1152.0,112000
1604,926.0,470.0,0.0,6,3,13,12,2.5,0,0,1,9624.0,2820.0,187500
904,683.0,0.0,0.0,1,0,88,60,1.5,0,1,0,904.0,0.0,61000
1196,684.0,528.0,0.0,6,0,90,10,1.0,0,1,0,7176.0,3168.0,110000
729,270.0,0.0,0.0,3,0,75,7,1.0,0,1,0,2187.0,0.0,52000
1362,1362.0,460.0,256.0,6,4,5,4,3.0,1,0,1,8172.0,2760.0,207000
1964,940.0,0.0,0.0,5,0,99,60,1.5,0,1,0,9820.0,0.0,130000
1296,0.0,516.0,0.0,4,0,43,43,2.0,0,1,0,5184.0,2064.0,90000
1287,624.0,440.0,0.0,5,0,18,18,1.5,0,0,0,6435.0,2200.0,130000
1252,504.0,576.0,0.0,5,0,102,19,1.0,0,1,1,6260.0,2880.0,127000
1905,1905.0,788.0,302.0,9,4,4,4,2.0,0,0,1,17145.0,7092.0,320000
1130,1120.0,720.0,0.0,5,4,90,60,2.0,0,1,0,5650.0,3600.0,120000
1659,831.0,484.0,122.0,7,0,6,6,2.5,0,0,1,11613.0,3388.0,181000
894,894.0,400.0,0.0,4,0,56,56,1.0,0,1,0,3576.0,1600.0,110000
1701,600.0,0.0,0.0,4,0,90,60,2.0,0,1,0,6804.0,0.0,94550
869,440.0,0.0,0.0,4,0,87,52,1.0,0,1,0,3476.0,0.0,85500
1008,923.0,678.0,144.0,5,2,33,33,2.0,0,0,1,5040.0,3390.0,153500
1733,0.0,452.0,0.0,3,4,55,55,2.0,0,1,1,5199.0,1356.0,139600
1568,1568.0,440.0,0.0,5,0,43,43,1.5,0,0,1,7840.0,2200.0,143000
3238,2033.0,666.0,579.0,8,5,15,14,3.5,1,0,1,25904.0,5328.0,410000
1772,928.0,492.0,120.0,6,3,12,12,3.5,0,0,1,10632.0,2952.0,200000
864,864.0,312.0,0.0,5,0,43,43,1.5,0,0,1,4320.0,1560.0,130000
1639,747.0,240.0,0.0,6,4,64,60,1.5,0,1,0,9834.0,1440.0,154400
2715,1142.0,831.0,289.0,8,3,34,14,4.0,0,0,1,21720.0,6648.0,299800
1112,585.0,226.0,0.0,5,0,76,60,3.0,0,1,0,5560.0,1130.0,63000
1347,1347.0,551.0,0.0,5,0,53,53,2.5,0,1,0,6735.0,2755.0,143000
964,964.0,784.0,56.0,5,2,49,49,1.0,0,0,0,4820.0,3920.0,137500
2872,1330.0,619.0,424.0,6,3,33,15,3.5,0,0,1,17232.0,3714.0,272000
1167,1158.0,400.0,106.0,6,0,18,18,3.0,0,0,1,7002.0,2400.0,173000
1524,1524.0,478.0,0.0,7,4,31,31,3.0,0,0,1,10668.0,3346.0,245000
936,936.0,672.0,180.0,5,0,30,30,2.0,0,1,0,4680.0,3360.0,140000
2696,1264.0,792.0,220.0,7,4,3,3,3.5,0,0,1,18872.0,5544.0,383970
1482,954.0,609.0,60.0,4,4,56,42,2.5,0,1,0,5928.0,2436.0,125000
768,768.0,396.0,0.0,5,0,38,3,2.0,0,0,0,3840.0,1980.0,133000
1468,1468.0,898.0,72.0,8,4,2,1,2.0,0,0,1,11744.0,7184.0,244600
1044,912.0,372.0,0.0,5,2,42,42,2.0,0,0,1,5220.0,1860.0,139000
1036,1036.0,312.0,88.0,5,0,57,57,1.0,0,0,1,5180.0,1560.0,112900
1360,680.0,330.0,0.0,5,0,100,7,1.0,0,1,1,6800.0,1650.0,111000
1392,1392.0,458.0,387.0,6,4,53,53,2.5,0,0,1,8352.0,2748.0,166000
1950,975.0,576.0,1600.0,7,3,13,12,2.5,0,0,0,13650.0,4032.0,239000
1344,1344.0,784.0,200.0,7,0,13,12,4.0,0,0,1,9408.0,5488.0,209200
1484,1484.0,487.0,0.0,5,3,39,39,2.0,0,0,1,7420.0,2435.0,175000
1760,1760.0,583.0,418.0,7,4,7,6,3.0,1,0,1,12320.0,4081.0,269500
2322,1037.0,400.0,0.0,7,3,11,10,2.5,0,0,1,16254.0,2800.0,225000
1742,1742.0,564.0,0.0,8,3,25,25,3.0,1,0,1,13936.0,4512.0,275000
1376,768.0,240.0,0.0,5,4,69,60,2.0,0,0,1,6880.0,1200.0,105000
1086,1024.0,484.0,1047.0,5,4,44,44,2.0,0,0,1,5430.0,2420.0,159950
1656,660.0,180.0,0.0,5,0,94,23,2.5,0,1,0,8280.0,900.0,135000
2122,2108.0,938.0,0.0,8,5,3,3,3.5,1,0,1,16976.0,7504.0,345474
1522,1008.0,0.0,0.0,5,0,84,60,2.0,0,1,0,7610.0,0.0,102000
1696,1696.0,625.0,652.0,7,3,39,39,2.0,0,0,1,11872.0,4375.0,198000
2078,1034.0,836.0,100.0,8,4,3,2,3.5,0,0,1,16624.0,6688.0,339750
1466,796.0,566.0,0.0,5,3,74,21,2.5,0,1,1,7330.0,2830.0,170000
876,876.0,576.0,0.0,5,3,59,59,1.0,0,0,0,4380.0,2880.0,94000
1737,851.0,578.0,0.0,7,0,4,4,2.5,0,0,1,12159.0,4046.0,203160
1662,1652.0,711.0,0.0,7,4,4,3,3.0,0,0,1,11634.0,4977.0,291000
2267,1010.0,390.0,0.0,6,3,8,8,2.5,0,0,1,13602.0,2340.0,200000
1584,1584.0,506.0,0.0,5,0,43,43,2.0,0,0,0,7920.0,2530.0,119000
334,0.0,0.0,0.0,1,0,64,60,1.0,0,1,0,334.0,0.0,39300
796,796.0,0.0,0.0,4,0,88,60,1.0,0,1,0,3184.0,0.0,55000
1812,952.0,469.0,0.0,7,3,8,8,2.5,0,0,1,12684.0,3283.0,205000
1092,525.0,264.0,504.0,6,0,38,38,1.5,0,1,0,6552.0,1584.0,108000
1632,1632.0,576.0,0.0,5,0,43,43,2.0,0,0,1,8160.0,2880.0,143000
3082,824.0,672.0,0.0,7,3,90,40,3.5,0,1,0,21574.0,4704.0,197000
1665,813.0,562.0,0.0,7,0,3,3,2.5,0,0,1,11655.0,3934.0,205950
1743,702.0,539.0,365.0,6,4,42,42,2.5,0,0,1,10458.0,3234.0,175000
2048,1054.0,552.0,0.0,8,4,7,6,3.5,0,0,0,16384.0,4416.0,301000
1314,1314.0,626.0,166.0,7,4,3,2,3.0,1,0,1,9198.0,4382.0,230000
1405,1405.0,478.0,163.0,7,4,7,7,2.0,1,0,1,9835.0,3346.0,171750
1027,931.0,0.0,0.0,7,3,90,4,1.5,0,1,0,7189.0,0.0,120000
1324,741.0,180.0,0.0,5,0,80,26,1.0,0,1,0,6620.0,900.0,110000
1074,663.0,467.0,0.0,6,3,60,23,2.0,0,1,1,6444.0,2802.0,144500
1422,925.0,576.0,0.0,5,0,40,20,2.0,0,0,0,7110.0,2880.0,155000
1200,1200.0,312.0,0.0,6,0,87,60,1.0,0,1,0,7200.0,1872.0,125000
1690,560.0,624.0,0.0,7,0,100,2,2.0,0,1,0,11830.0,4368.0,156500
1212,506.0,492.0,46.0,6,3,33,15,2.0,0,1,1,7272.0,2952.0,151000
1105,1105.0,308.0,143.0,6,0,53,53,1.0,0,0,0,6630.0,1848.0,135000
1092,546.0,253.0,0.0,4,0,38,38,1.5,0,1,1,4368.0,1012.0,79400
1358,1358.0,484.0,240.0,6,4,5,5,2.0,1,0,1,8148.0,2904.0,213000
1908,967.0,431.0,0.0,8,0,8,8,2.5,0,0,1,15264.0,3448.0,202900
1796,794.0,546.0,0.0,6,0,12,12,3.5,0,0,1,10776.0,3276.0,211000
1800,1800.0,0.0,0.0,5,0,49,49,2.0,0,0,0,9000.0,0.0,130000
1608,976.0,216.0,0.0,6,4,85,20,2.5,0,1,0,9648.0,1296.0,137450
1620,1281.0,490.0,0.0,4,3,34,17,3.0,0,1,1,6480.0,1960.0,150000
1111,616.0,200.0,0.0,5,0,69,60,1.5,0,1,0,5555.0,1000.0,95000
1501,744.0,440.0,360.0,7,0,11,11,2.5,0,0,0,10507.0,3080.0,179400
1588,725.0,561.0,0.0,5,0,3,3,3.0,0,0,1,7940.0,2805.0,212109
1235,1235.0,480.0,203.0,5,0,49,49,1.0,0,0,1,6175.0,2400.0,98600
1325,409.0,576.0,0.0,5,3,62,5,2.0,0,1,0,6625.0,2880.0,216000
2234,1160.0,768.0,322.0,8,3,10,10,3.5,1,0,1,17872.0,6144.0,300000
2260,1306.0,533.0,0.0,7,0,14,13,3.5,0,0,1,15820.0,3731.0,328000
1109,372.0,288.0,82.0,5,0,39,5,1.5,0,0,1,5545.0,1440.0,139000
1000,1000.0,575.0,0.0,5,3,47,47,2.0,0,0,1,5000.0,2875.0,164000
1045,516.0,462.0,0.0,6,3,30,30,1.0,0,1,0,6270.0,2772.0,123900
858,858.0,0.0,0.0,5,0,52,2,2.0,0,1,0,4290.0,0.0,116500
1337,1405.0,522.0,0.0,6,3,13,12,3.0,0,0,1,8022.0,3132.0,177000
1315,808.0,436.0,0.0,4,0,52,52,3.0,0,1,0,5260.0,1744.0,99500
1326,1326.0,427.0,0.0,6,0,4,4,2.0,0,0,1,7956.0,2562.0,174190
1200,600.0,480.0,0.0,7,0,5,5,2.5,0,0,0,8400.0,3360.0,151000
848,848.0,420.0,170.0,6,0,7,7,2.0,0,0,1,5088.0,2520.0,143750
796,796.0,336.0,0.0,5,0,38,38,1.5,0,0,0,3980.0,1680.0,131900
1432,716.0,531.0,0.0,5,4,33,33,2.5,0,0,1,7160.0,2655.0,157000
1344,672.0,468.0,0.0,5,0,90,13,1.0,0,1,0,6720.0,2340.0,147000
1432,716.0,432.0,0.0,7,4,6,5,3.5,0,0,1,10024.0,3024.0,188500
1364,1364.0,484.0,240.0,7,4,5,5,3.0,1,0,1,9548.0,3388.0,185850
984,984.0,310.0,0.0,5,0,45,45,1.0,0,1,1,4920.0,1550.0,126000
864,864.0,308.0,0.0,5,0,51,51,1.0,0,0,0,4320.0,1540.0,118000
1612,1612.0,556.0,165.0,9,4,4,4,3.0,1,0,1,14508.0,5004.0,319900
1003,1003.0,588.0,0.0,6,0,26,26,2.0,0,0,0,6018.0,3528.0,142500
1200,1200.0,246.0,0.0,5,0,60,60,1.0,0,0,1,6000.0,1230.0,129900
1368,1368.0,474.0,94.0,7,4,5,4,2.0,1,0,1,9576.0,3318.0,202500
1640,0.0,394.0,0.0,5,4,60,60,1.0,0,1,1,8200.0,1970.0,131000
1838,1838.0,721.0,0.0,6,0,13,12,4.0,0,0,1,11028.0,4326.0,185000
1456,855.0,440.0,0.0,6,3,32,32,2.5,0,1,1,8736.0,2640.0,138000
1368,684.0,216.0,0.0,6,0,100,17,1.0,0,1,0,8208.0,1296.0,114504
1487,735.0,220.0,0.0,6,4,65,60,1.5,0,1,0,8922.0,1320.0,113000
1154,796.0,240.0,0.0,4,0,88,3,2.0,0,1,0,4616.0,960.0,125500
1020,980.0,528.0,50.0,5,1,46,9,2.5,0,1,0,5100.0,2640.0,165000
1440,540.0,352.0,0.0,5,0,110,60,1.0,0,1,1,7200.0,1760.0,79000
1236,600.0,480.0,216.0,6,0,5,5,3.5,0,0,0,7416.0,2880.0,152000
1664,1004.0,420.0,0.0,6,4,63,60,2.0,0,1,0,9984.0,2520.0,159000
1100,1100.0,312.0,0.0,4,1,50,50,2.0,0,0,1,4400.0,1248.0,141000
1488,1008.0,430.0,112.0,6,4,46,46,2.5,0,0,1,8928.0,2580.0,167000
1453,835.0,240.0,300.0,5,2,68,60,1.5,0,1,0,7265.0,1200.0,132000
1442,910.0,719.0,0.0,7,3,20,19,3.0,0,0,1,10094.0,5033.0,179900
900,882.0,280.0,31.0,5,0,43,43,1.0,0,1,0,4500.0,1400.0,122000
1045,1045.0,264.0,0.0,6,2,47,47,2.0,0,0,1,6270.0,1584.0,127000
1419,1487.0,543.0,0.0,6,0,8,8,3.0,0,0,1,8514.0,3258.0,190000
1452,1420.0,572.0,30.0,5,3,46,30,2.0,0,1,0,7260.0,2860.0,158450
